Item,City,Price,Month,Year,Category
Vegetable Ghee DALDA/HABIB or Ot,Sargodha,550.86,11,2024,Food & Beverages
Bananas (Kela) Local,Sargodha,104.66,11,2024,Food & Beverages
Pulse Masoor (Washed),Sargodha,293.98,11,2024,Food & Beverages
Pulse Moong (Washed),Sargodha,380.0,11,2024,Food & Beverages
Pulse Mash (Washed),Sargodha,541.65,11,2024,Food & Beverages
Pulse Gram,Sargodha,374.64,11,2024,Food & Beverages
Potatoes,Sargodha,108.98,11,2024,Food & Beverages
Onions,Sargodha,139.08,11,2024,Food & Beverages
Tomatoes,Sargodha,156.82,11,2024,Food & Beverages
Sugar Refined,Sargodha,130.0,11,2024,Food & Beverages
Gur (Average Quality),Sargodha,211.47,11,2024,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Sargodha,77.37,11,2024,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Sargodha,320.0,11,2024,Food & Beverages
Garlic (Lehsun),Sargodha,665.45,11,2024,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Sargodha,542.86,11,2024,Food & Beverages
Cooked Beef at Average Hotel,Sargodha,300.0,11,2024,Food & Beverages
Cooked Daal at Average Hotel,Sargodha,150.0,11,2024,Food & Beverages
Tea Prepared Ordinary,Sargodha,60.0,11,2024,Food & Beverages
Cigarettes Capstan 20'S Packet,Sargodha,230.0,11,2024,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Sargodha,680.0,11,2024,Apparel & Footwear
Shirting (Average Quality),Sargodha,600.0,11,2024,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Sargodha,650.0,11,2024,Apparel & Footwear
Georgette (Average Quality),Sargodha,400.0,11,2024,Apparel & Footwear
Gents Sandal Bata,Sargodha,2499.0,11,2024,Apparel & Footwear
Gents Sponge Chappal Bata,Sargodha,599.0,11,2024,Apparel & Footwear
Ladies Sandal Bata,Sargodha,1121.47,11,2024,Apparel & Footwear
Electricity Charges upto 50 Units,Sargodha,6.55,11,2024,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Sargodha,1976.5,11,2024,Housing Water & Energy
Firewood Whole,Sargodha,1237.31,11,2024,Housing Water & Energy
Energy Saver Philips 14 Watt,Sargodha,550.0,11,2024,Household Equipment
Sufi Washing Soap 250 gm Cake,Sargodha,130.0,11,2024,Personal Care
Match Box,Sargodha,6.0,11,2024,Household Equipment
Petrol Super,Sargodha,249.57,11,2024,Transport & Communication
Hi-Speed Diesel,Sargodha,256.33,11,2024,Transport & Communication
LPG 11.67 kg Cylinder,Sargodha,3336.48,11,2024,Housing Water & Energy
Telephone Call Charges,Sargodha,1.79,11,2024,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Sargodha,117.47,11,2024,Personal Care
Wheat Flour Bag,Multan,1673.41,11,2024,Food & Beverages
Rice Basmati Broken (Average Qualit,Multan,193.1,11,2024,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Multan,158.86,11,2024,Food & Beverages
Bread plain (Small Size),Multan,110.0,11,2024,Food & Beverages
Beef with Bone (Average Quality),Multan,1051.92,11,2024,Food & Beverages
Mutton (Average Quality),Multan,2046.51,11,2024,Food & Beverages
Chicken Farm Broiler (Live),Multan,365.03,11,2024,Food & Beverages
Milk fresh (Un-boiled),Multan,189.67,11,2024,Food & Beverages
Curd (Dahi) Loose,Multan,225.5,11,2024,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Multan,1030.0,11,2024,Food & Beverages
Eggs Hen (Farm),Multan,342.5,11,2024,Food & Beverages
Mustard Oil (Average Quality),Multan,547.48,11,2024,Food & Beverages
Cooking Oil DALDA or Other Similar,Multan,2695.0,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Multan,1343.71,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Multan,546.94,11,2024,Food & Beverages
Bananas (Kela) Local,Multan,146.43,11,2024,Food & Beverages
Pulse Masoor (Washed),Multan,307.42,11,2024,Food & Beverages
Pulse Moong (Washed),Multan,376.74,11,2024,Food & Beverages
Pulse Mash (Washed),Multan,507.49,11,2024,Food & Beverages
Pulse Gram,Multan,387.04,11,2024,Food & Beverages
Potatoes,Multan,142.17,11,2024,Food & Beverages
Onions,Multan,155.16,11,2024,Food & Beverages
Tomatoes,Multan,162.19,11,2024,Food & Beverages
Sugar Refined,Multan,129.5,11,2024,Food & Beverages
Gur (Average Quality),Multan,222.18,11,2024,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Multan,70.0,11,2024,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Multan,320.0,11,2024,Food & Beverages
Garlic (Lehsun),Multan,711.48,11,2024,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Multan,542.85,11,2024,Food & Beverages
Cooked Beef at Average Hotel,Multan,300.0,11,2024,Food & Beverages
Cooked Daal at Average Hotel,Multan,134.28,11,2024,Food & Beverages
Tea Prepared Ordinary,Multan,70.0,11,2024,Food & Beverages
Cigarettes Capstan 20'S Packet,Multan,220.0,11,2024,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Multan,758.0,11,2024,Apparel & Footwear
Shirting (Average Quality),Multan,520.7,11,2024,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Multan,655.0,11,2024,Apparel & Footwear
Georgette (Average Quality),Multan,327.54,11,2024,Apparel & Footwear
Gents Sandal Bata,Multan,2499.0,11,2024,Apparel & Footwear
Gents Sponge Chappal Bata,Multan,599.0,11,2024,Apparel & Footwear
Ladies Sandal Bata,Multan,1121.47,11,2024,Apparel & Footwear
Electricity Charges upto 50 Units,Multan,6.55,11,2024,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Multan,1976.5,11,2024,Housing Water & Energy
Firewood Whole,Multan,1440.97,11,2024,Housing Water & Energy
Energy Saver Philips 14 Watt,Multan,575.0,11,2024,Household Equipment
Sufi Washing Soap 250 gm Cake,Multan,126.95,11,2024,Personal Care
Match Box,Multan,7.0,11,2024,Household Equipment
Petrol Super,Multan,249.38,11,2024,Transport & Communication
Hi-Speed Diesel,Multan,256.12,11,2024,Transport & Communication
LPG 11.67 kg Cylinder,Multan,3497.76,11,2024,Housing Water & Energy
Telephone Call Charges,Multan,1.79,11,2024,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Multan,111.47,11,2024,Personal Care
Wheat Flour Bag,Bahawalpur,1778.16,11,2024,Food & Beverages
Rice Basmati Broken (Average Qualit,Bahawalpur,186.43,11,2024,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Bahawalpur,170.0,11,2024,Food & Beverages
Bread plain (Small Size),Bahawalpur,110.0,11,2024,Food & Beverages
Beef with Bone (Average Quality),Bahawalpur,983.05,11,2024,Food & Beverages
Mutton (Average Quality),Bahawalpur,1832.73,11,2024,Food & Beverages
Chicken Farm Broiler (Live),Bahawalpur,346.19,11,2024,Food & Beverages
Milk fresh (Un-boiled),Bahawalpur,153.26,11,2024,Food & Beverages
Curd (Dahi) Loose,Bahawalpur,200.0,11,2024,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Bahawalpur,1030.0,11,2024,Food & Beverages
Eggs Hen (Farm),Bahawalpur,335.64,11,2024,Food & Beverages
Mustard Oil (Average Quality),Bahawalpur,533.25,11,2024,Food & Beverages
Cooking Oil DALDA or Other Similar,Bahawalpur,2688.24,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Bahawalpur,1374.09,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Bahawalpur,555.33,11,2024,Food & Beverages
Bananas (Kela) Local,Bahawalpur,123.24,11,2024,Food & Beverages
Pulse Masoor (Washed),Bahawalpur,281.64,11,2024,Food & Beverages
Pulse Moong (Washed),Bahawalpur,363.3,11,2024,Food & Beverages
Pulse Mash (Washed),Bahawalpur,484.94,11,2024,Food & Beverages
Pulse Gram,Bahawalpur,413.77,11,2024,Food & Beverages
Potatoes,Bahawalpur,112.92,11,2024,Food & Beverages
Onions,Bahawalpur,154.92,11,2024,Food & Beverages
Tomatoes,Bahawalpur,188.19,11,2024,Food & Beverages
Sugar Refined,Bahawalpur,129.33,11,2024,Food & Beverages
Gur (Average Quality),Bahawalpur,155.7,11,2024,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Bahawalpur,70.0,11,2024,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Bahawalpur,320.0,11,2024,Food & Beverages
Garlic (Lehsun),Bahawalpur,653.06,11,2024,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Bahawalpur,542.86,11,2024,Food & Beverages
Cooked Beef at Average Hotel,Bahawalpur,273.17,11,2024,Food & Beverages
Cooked Daal at Average Hotel,Bahawalpur,136.58,11,2024,Food & Beverages
Tea Prepared Ordinary,Bahawalpur,50.0,11,2024,Food & Beverages
Cigarettes Capstan 20'S Packet,Bahawalpur,223.28,11,2024,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Bahawalpur,760.98,11,2024,Apparel & Footwear
Shirting (Average Quality),Bahawalpur,586.59,11,2024,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Bahawalpur,818.89,11,2024,Apparel & Footwear
Georgette (Average Quality),Bahawalpur,300.0,11,2024,Apparel & Footwear
Gents Sandal Bata,Bahawalpur,2499.0,11,2024,Apparel & Footwear
Gents Sponge Chappal Bata,Bahawalpur,599.0,11,2024,Apparel & Footwear
Ladies Sandal Bata,Bahawalpur,1121.47,11,2024,Apparel & Footwear
Electricity Charges upto 50 Units,Bahawalpur,6.55,11,2024,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Bahawalpur,1976.5,11,2024,Housing Water & Energy
Firewood Whole,Bahawalpur,1400.0,11,2024,Housing Water & Energy
Energy Saver Philips 14 Watt,Bahawalpur,272.7,11,2024,Household Equipment
Sufi Washing Soap 250 gm Cake,Bahawalpur,136.58,11,2024,Personal Care
Match Box,Bahawalpur,7.0,11,2024,Household Equipment
Petrol Super,Bahawalpur,249.83,11,2024,Transport & Communication
Hi-Speed Diesel,Bahawalpur,256.56,11,2024,Transport & Communication
LPG 11.67 kg Cylinder,Bahawalpur,3434.43,11,2024,Housing Water & Energy
Telephone Call Charges,Bahawalpur,1.79,11,2024,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Bahawalpur,99.75,11,2024,Personal Care
Wheat Flour Bag,Karachi,2017.91,11,2024,Food & Beverages
Rice Basmati Broken (Average Qualit,Karachi,269.26,11,2024,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Karachi,179.17,11,2024,Food & Beverages
Bread plain (Small Size),Karachi,110.29,11,2024,Food & Beverages
Beef with Bone (Average Quality),Karachi,1222.11,11,2024,Food & Beverages
Mutton (Average Quality),Karachi,2111.74,11,2024,Food & Beverages
Chicken Farm Broiler (Live),Karachi,412.13,11,2024,Food & Beverages
Milk fresh (Un-boiled),Karachi,220.0,11,2024,Food & Beverages
Curd (Dahi) Loose,Karachi,335.48,11,2024,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Karachi,1015.66,11,2024,Food & Beverages
Eggs Hen (Farm),Karachi,346.57,11,2024,Food & Beverages
Mustard Oil (Average Quality),Karachi,559.33,11,2024,Food & Beverages
Cooking Oil DALDA or Other Similar,Karachi,2740.56,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Karachi,1390.01,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Karachi,547.68,11,2024,Food & Beverages
Bananas (Kela) Local,Karachi,109.96,11,2024,Food & Beverages
Pulse Masoor (Washed),Karachi,306.28,11,2024,Food & Beverages
Pulse Moong (Washed),Karachi,408.75,11,2024,Food & Beverages
Pulse Mash (Washed),Karachi,499.98,11,2024,Food & Beverages
Pulse Gram,Karachi,421.61,11,2024,Food & Beverages
Potatoes,Karachi,93.06,11,2024,Food & Beverages
Onions,Karachi,158.56,11,2024,Food & Beverages
Tomatoes,Karachi,178.62,11,2024,Food & Beverages
Sugar Refined,Karachi,134.44,11,2024,Food & Beverages
Gur (Average Quality),Karachi,241.61,11,2024,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Karachi,76.21,11,2024,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Karachi,320.0,11,2024,Food & Beverages
Garlic (Lehsun),Karachi,694.69,11,2024,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Karachi,542.86,11,2024,Food & Beverages
Cooked Beef at Average Hotel,Karachi,353.68,11,2024,Food & Beverages
Cooked Daal at Average Hotel,Karachi,174.73,11,2024,Food & Beverages
Tea Prepared Ordinary,Karachi,69.35,11,2024,Food & Beverages
Cigarettes Capstan 20'S Packet,Karachi,240.0,11,2024,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Karachi,726.84,11,2024,Apparel & Footwear
Shirting (Average Quality),Karachi,617.09,11,2024,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Karachi,662.91,11,2024,Apparel & Footwear
Georgette (Average Quality),Karachi,334.54,11,2024,Apparel & Footwear
Gents Sandal Bata,Karachi,2499.0,11,2024,Apparel & Footwear
Gents Sponge Chappal Bata,Karachi,599.0,11,2024,Apparel & Footwear
Ladies Sandal Bata,Karachi,1121.47,11,2024,Apparel & Footwear
Electricity Charges upto 50 Units,Karachi,6.55,11,2024,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Karachi,1976.5,11,2024,Housing Water & Energy
Firewood Whole,Karachi,1106.08,11,2024,Housing Water & Energy
Energy Saver Philips 14 Watt,Karachi,350.0,11,2024,Household Equipment
Sufi Washing Soap 250 gm Cake,Karachi,130.0,11,2024,Personal Care
Match Box,Karachi,7.0,11,2024,Household Equipment
Petrol Super,Karachi,249.37,11,2024,Transport & Communication
Hi-Speed Diesel,Karachi,256.13,11,2024,Transport & Communication
LPG 11.67 kg Cylinder,Karachi,3237.11,11,2024,Housing Water & Energy
Telephone Call Charges,Karachi,1.79,11,2024,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Karachi,99.74,11,2024,Personal Care
Wheat Flour Bag,Hyderabad,1978.14,11,2024,Food & Beverages
Rice Basmati Broken (Average Qualit,Hyderabad,229.04,11,2024,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Hyderabad,175.76,11,2024,Food & Beverages
Bread plain (Small Size),Hyderabad,120.0,11,2024,Food & Beverages
Beef with Bone (Average Quality),Hyderabad,1099.62,11,2024,Food & Beverages
Mutton (Average Quality),Hyderabad,1889.71,11,2024,Food & Beverages
Chicken Farm Broiler (Live),Hyderabad,396.57,11,2024,Food & Beverages
Milk fresh (Un-boiled),Hyderabad,218.32,11,2024,Food & Beverages
Curd (Dahi) Loose,Hyderabad,314.88,11,2024,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Hyderabad,1047.49,11,2024,Food & Beverages
Eggs Hen (Farm),Hyderabad,345.23,11,2024,Food & Beverages
Mustard Oil (Average Quality),Hyderabad,518.2,11,2024,Food & Beverages
Cooking Oil DALDA or Other Similar,Hyderabad,2695.0,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Hyderabad,1335.0,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Hyderabad,539.0,11,2024,Food & Beverages
Bananas (Kela) Local,Hyderabad,88.66,11,2024,Food & Beverages
Pulse Masoor (Washed),Hyderabad,313.19,11,2024,Food & Beverages
Pulse Moong (Washed),Hyderabad,422.64,11,2024,Food & Beverages
Pulse Mash (Washed),Hyderabad,492.45,11,2024,Food & Beverages
Pulse Gram,Hyderabad,410.3,11,2024,Food & Beverages
Potatoes,Hyderabad,81.99,11,2024,Food & Beverages
Onions,Hyderabad,155.13,11,2024,Food & Beverages
Tomatoes,Hyderabad,166.16,11,2024,Food & Beverages
Sugar Refined,Hyderabad,128.28,11,2024,Food & Beverages
Gur (Average Quality),Hyderabad,244.52,11,2024,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Hyderabad,70.0,11,2024,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Hyderabad,320.0,11,2024,Food & Beverages
Garlic (Lehsun),Hyderabad,653.78,11,2024,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Hyderabad,542.85,11,2024,Food & Beverages
Cooked Beef at Average Hotel,Hyderabad,301.62,11,2024,Food & Beverages
Cooked Daal at Average Hotel,Hyderabad,172.25,11,2024,Food & Beverages
Tea Prepared Ordinary,Hyderabad,71.45,11,2024,Food & Beverages
Cigarettes Capstan 20'S Packet,Hyderabad,250.0,11,2024,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Hyderabad,494.92,11,2024,Apparel & Footwear
Shirting (Average Quality),Hyderabad,464.76,11,2024,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Hyderabad,494.92,11,2024,Apparel & Footwear
Georgette (Average Quality),Hyderabad,304.88,11,2024,Apparel & Footwear
Gents Sandal Bata,Hyderabad,2499.0,11,2024,Apparel & Footwear
Gents Sponge Chappal Bata,Hyderabad,599.0,11,2024,Apparel & Footwear
Ladies Sandal Bata,Hyderabad,1121.47,11,2024,Apparel & Footwear
Electricity Charges upto 50 Units,Hyderabad,6.55,11,2024,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Hyderabad,1976.5,11,2024,Housing Water & Energy
Firewood Whole,Hyderabad,1032.28,11,2024,Housing Water & Energy
Energy Saver Philips 14 Watt,Hyderabad,350.0,11,2024,Household Equipment
Sufi Washing Soap 250 gm Cake,Hyderabad,130.0,11,2024,Personal Care
Match Box,Hyderabad,6.56,11,2024,Household Equipment
Petrol Super,Hyderabad,250.65,11,2024,Transport & Communication
Hi-Speed Diesel,Hyderabad,257.35,11,2024,Transport & Communication
LPG 11.67 kg Cylinder,Hyderabad,3255.24,11,2024,Housing Water & Energy
Telephone Call Charges,Hyderabad,1.79,11,2024,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Hyderabad,105.45,11,2024,Personal Care
Wheat Flour Bag,Sukkur,1769.91,11,2024,Food & Beverages
Rice Basmati Broken (Average Qualit,Sukkur,200.0,11,2024,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Sukkur,170.0,11,2024,Food & Beverages
Bread plain (Small Size),Sukkur,100.0,11,2024,Food & Beverages
Beef with Bone (Average Quality),Sukkur,832.03,11,2024,Food & Beverages
Mutton (Average Quality),Sukkur,1600.0,11,2024,Food & Beverages
Chicken Farm Broiler (Live),Sukkur,397.35,11,2024,Food & Beverages
Milk fresh (Un-boiled),Sukkur,200.0,11,2024,Food & Beverages
Curd (Dahi) Loose,Sukkur,220.0,11,2024,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Sukkur,1030.0,11,2024,Food & Beverages
Eggs Hen (Farm),Sukkur,344.89,11,2024,Food & Beverages
Mustard Oil (Average Quality),Sukkur,487.38,11,2024,Food & Beverages
Cooking Oil DALDA or Other Similar,Sukkur,2719.89,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Sukkur,1330.0,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Sukkur,534.63,11,2024,Food & Beverages
Bananas (Kela) Local,Sukkur,100.0,11,2024,Food & Beverages
Pulse Masoor (Washed),Sukkur,300.0,11,2024,Food & Beverages
Pulse Moong (Washed),Sukkur,414.97,11,2024,Food & Beverages
Pulse Mash (Washed),Sukkur,560.0,11,2024,Food & Beverages
Pulse Gram,Sukkur,420.0,11,2024,Food & Beverages
Potatoes,Sukkur,80.0,11,2024,Food & Beverages
Onions,Sukkur,146.59,11,2024,Food & Beverages
Tomatoes,Sukkur,142.75,11,2024,Food & Beverages
Sugar Refined,Sukkur,122.99,11,2024,Food & Beverages
Gur (Average Quality),Sukkur,180.0,11,2024,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Sukkur,70.0,11,2024,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Sukkur,320.0,11,2024,Food & Beverages
Garlic (Lehsun),Sukkur,691.41,11,2024,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Sukkur,558.82,11,2024,Food & Beverages
Cooked Beef at Average Hotel,Sukkur,200.0,11,2024,Food & Beverages
Cooked Daal at Average Hotel,Sukkur,150.0,11,2024,Food & Beverages
Tea Prepared Ordinary,Sukkur,60.0,11,2024,Food & Beverages
Cigarettes Capstan 20'S Packet,Sukkur,220.0,11,2024,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Sukkur,500.0,11,2024,Apparel & Footwear
Shirting (Average Quality),Sukkur,229.58,11,2024,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Sukkur,550.0,11,2024,Apparel & Footwear
Georgette (Average Quality),Sukkur,206.46,11,2024,Apparel & Footwear
Gents Sandal Bata,Sukkur,2499.0,11,2024,Apparel & Footwear
Gents Sponge Chappal Bata,Sukkur,599.0,11,2024,Apparel & Footwear
Ladies Sandal Bata,Sukkur,1121.47,11,2024,Apparel & Footwear
Electricity Charges upto 50 Units,Sukkur,6.55,11,2024,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Sukkur,1976.5,11,2024,Housing Water & Energy
Firewood Whole,Sukkur,900.0,11,2024,Housing Water & Energy
Energy Saver Philips 14 Watt,Sukkur,300.0,11,2024,Household Equipment
Sufi Washing Soap 250 gm Cake,Sukkur,138.0,11,2024,Personal Care
Match Box,Sukkur,6.0,11,2024,Household Equipment
Petrol Super,Sukkur,249.29,11,2024,Transport & Communication
Hi-Speed Diesel,Sukkur,256.5,11,2024,Transport & Communication
LPG 11.67 kg Cylinder,Sukkur,3470.89,11,2024,Housing Water & Energy
Telephone Call Charges,Sukkur,1.79,11,2024,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Sukkur,110.0,11,2024,Personal Care
Wheat Flour Bag,Larkana,1857.27,11,2024,Food & Beverages
Rice Basmati Broken (Average Qualit,Larkana,255.75,11,2024,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Larkana,130.0,11,2024,Food & Beverages
Bread plain (Small Size),Larkana,112.92,11,2024,Food & Beverages
Beef with Bone (Average Quality),Larkana,1000.0,11,2024,Food & Beverages
Mutton (Average Quality),Larkana,1949.36,11,2024,Food & Beverages
Chicken Farm Broiler (Live),Larkana,369.59,11,2024,Food & Beverages
Milk fresh (Un-boiled),Larkana,233.14,11,2024,Food & Beverages
Curd (Dahi) Loose,Larkana,266.5,11,2024,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Larkana,1030.0,11,2024,Food & Beverages
Eggs Hen (Farm),Larkana,337.69,11,2024,Food & Beverages
Mustard Oil (Average Quality),Larkana,518.3,11,2024,Food & Beverages
Cooking Oil DALDA or Other Similar,Larkana,2695.0,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Larkana,1366.29,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Larkana,546.56,11,2024,Food & Beverages
Bananas (Kela) Local,Larkana,75.54,11,2024,Food & Beverages
Pulse Masoor (Washed),Larkana,292.96,11,2024,Food & Beverages
Pulse Moong (Washed),Larkana,401.4,11,2024,Food & Beverages
Pulse Mash (Washed),Larkana,548.25,11,2024,Food & Beverages
Pulse Gram,Larkana,383.04,11,2024,Food & Beverages
Potatoes,Larkana,86.18,11,2024,Food & Beverages
Onions,Larkana,140.2,11,2024,Food & Beverages
Tomatoes,Larkana,157.48,11,2024,Food & Beverages
Sugar Refined,Larkana,130.0,11,2024,Food & Beverages
Gur (Average Quality),Larkana,174.93,11,2024,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Larkana,70.0,11,2024,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Larkana,320.0,11,2024,Food & Beverages
Garlic (Lehsun),Larkana,596.59,11,2024,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Larkana,542.85,11,2024,Food & Beverages
Cooked Beef at Average Hotel,Larkana,240.0,11,2024,Food & Beverages
Cooked Daal at Average Hotel,Larkana,120.0,11,2024,Food & Beverages
Tea Prepared Ordinary,Larkana,70.0,11,2024,Food & Beverages
Cigarettes Capstan 20'S Packet,Larkana,220.0,11,2024,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Larkana,516.14,11,2024,Apparel & Footwear
Shirting (Average Quality),Larkana,313.19,11,2024,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Larkana,532.8,11,2024,Apparel & Footwear
Georgette (Average Quality),Larkana,265.66,11,2024,Apparel & Footwear
Gents Sandal Bata,Larkana,2499.0,11,2024,Apparel & Footwear
Gents Sponge Chappal Bata,Larkana,599.0,11,2024,Apparel & Footwear
Ladies Sandal Bata,Larkana,1121.47,11,2024,Apparel & Footwear
Electricity Charges upto 50 Units,Larkana,6.55,11,2024,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Larkana,1976.5,11,2024,Housing Water & Energy
Firewood Whole,Larkana,883.01,11,2024,Housing Water & Energy
Energy Saver Philips 14 Watt,Larkana,370.0,11,2024,Household Equipment
Sufi Washing Soap 250 gm Cake,Larkana,120.0,11,2024,Personal Care
Match Box,Larkana,7.0,11,2024,Household Equipment
Petrol Super,Larkana,250.1,11,2024,Transport & Communication
Hi-Speed Diesel,Larkana,256.5,11,2024,Transport & Communication
LPG 11.67 kg Cylinder,Larkana,3401.22,11,2024,Housing Water & Energy
Telephone Call Charges,Larkana,1.79,11,2024,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Larkana,118.6,11,2024,Personal Care
Wheat Flour Bag,Peshawar,1868.8,11,2024,Food & Beverages
Rice Basmati Broken (Average Qualit,Peshawar,206.03,11,2024,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Peshawar,148.82,11,2024,Food & Beverages
Bread plain (Small Size),Peshawar,100.0,11,2024,Food & Beverages
Beef with Bone (Average Quality),Peshawar,940.33,11,2024,Food & Beverages
Mutton (Average Quality),Peshawar,1858.98,11,2024,Food & Beverages
Chicken Farm Broiler (Live),Peshawar,364.67,11,2024,Food & Beverages
Milk fresh (Un-boiled),Peshawar,232.45,11,2024,Food & Beverages
Curd (Dahi) Loose,Peshawar,252.53,11,2024,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Peshawar,1047.77,11,2024,Food & Beverages
Eggs Hen (Farm),Peshawar,353.78,11,2024,Food & Beverages
Mustard Oil (Average Quality),Peshawar,605.36,11,2024,Food & Beverages
Cooking Oil DALDA or Other Similar,Peshawar,2680.92,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Peshawar,1329.99,11,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Peshawar,542.39,11,2024,Food & Beverages
Bananas (Kela) Local,Peshawar,132.43,11,2024,Food & Beverages
Pulse Masoor (Washed),Peshawar,287.71,11,2024,Food & Beverages
Pulse Moong (Washed),Peshawar,361.64,11,2024,Food & Beverages
Pulse Mash (Washed),Peshawar,474.31,11,2024,Food & Beverages
Pulse Gram,Peshawar,414.23,11,2024,Food & Beverages
Potatoes,Peshawar,119.03,11,2024,Food & Beverages
Onions,Peshawar,150.48,11,2024,Food & Beverages
Tomatoes,Peshawar,161.5,11,2024,Food & Beverages
Sugar Refined,Peshawar,135.35,11,2024,Food & Beverages
Gur (Average Quality),Peshawar,222.45,11,2024,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Peshawar,70.0,11,2024,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Peshawar,320.0,11,2024,Food & Beverages
Garlic (Lehsun),Peshawar,643.13,11,2024,Food & Beverages
