Item,City,Price,Month,Year,Category
Vegetable Ghee DALDA/HABIB 2.5 kg,Peshawar,1280.0,4,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Peshawar,500.0,4,2024,Food & Beverages
Bananas (Kela) Local,Peshawar,193.94,4,2024,Food & Beverages
Pulse Masoor (Washed),Peshawar,325.65,4,2024,Food & Beverages
Pulse Moong (Washed),Peshawar,296.35,4,2024,Food & Beverages
Pulse Mash (Washed),Peshawar,552.66,4,2024,Food & Beverages
Pulse Gram,Peshawar,280.47,4,2024,Food & Beverages
Potatoes,Peshawar,88.2,4,2024,Food & Beverages
Onions,Peshawar,210.24,4,2024,Food & Beverages
Tomatoes,Peshawar,116.42,4,2024,Food & Beverages
Sugar Refined,Peshawar,146.65,4,2024,Food & Beverages
Gur (Average Quality),Peshawar,201.09,4,2024,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Peshawar,70.0,4,2024,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Peshawar,400.0,4,2024,Food & Beverages
Garlic (Lehsun),Peshawar,687.86,4,2024,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Peshawar,542.85,4,2024,Food & Beverages
Cooked Beef at Average Hotel,Peshawar,200.0,4,2024,Food & Beverages
Cooked Daal at Average Hotel,Peshawar,115.98,4,2024,Food & Beverages
Tea Prepared Ordinary,Peshawar,40.13,4,2024,Food & Beverages
Cigarettes Capstan 20'S Packet,Peshawar,230.0,4,2024,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Peshawar,642.0,4,2024,Apparel & Footwear
Shirting (Average Quality),Peshawar,617.79,4,2024,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Peshawar,702.0,4,2024,Apparel & Footwear
Georgette (Average Quality),Peshawar,236.33,4,2024,Apparel & Footwear
Gents Sandal Bata,Peshawar,2499.0,4,2024,Apparel & Footwear
Gents Sponge Chappal Bata,Peshawar,599.0,4,2024,Apparel & Footwear
Ladies Sandal Bata,Peshawar,899.0,4,2024,Apparel & Footwear
Electricity Charges upto 50 Units,Peshawar,7.13,4,2024,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Peshawar,1976.5,4,2024,Housing Water & Energy
Firewood Whole,Peshawar,968.11,4,2024,Housing Water & Energy
Energy Saver Philips 14 Watt,Peshawar,260.0,4,2024,Household Equipment
Sufi Washing Soap 250 gm Cake,Peshawar,130.0,4,2024,Personal Care
Match Box,Peshawar,7.0,4,2024,Household Equipment
Petrol Super,Peshawar,292.5,4,2024,Transport & Communication
Hi-Speed Diesel,Peshawar,287.11,4,2024,Transport & Communication
LPG 11.67 kg Cylinder,Peshawar,3245.26,4,2024,Housing Water & Energy
Telephone Call Charges,Peshawar,1.79,4,2024,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Peshawar,103.32,4,2024,Personal Care
Wheat Flour Bag,Bannu,2446.92,4,2024,Food & Beverages
Rice Basmati Broken (Average Qualit,Bannu,187.45,4,2024,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Bannu,170.0,4,2024,Food & Beverages
Bread plain (Small Size),Bannu,100.0,4,2024,Food & Beverages
Beef with Bone (Average Quality),Bannu,750.0,4,2024,Food & Beverages
Mutton (Average Quality),Bannu,1550.0,4,2024,Food & Beverages
Chicken Farm Broiler (Live),Bannu,480.11,4,2024,Food & Beverages
Milk fresh (Un-boiled),Bannu,156.59,4,2024,Food & Beverages
Curd (Dahi) Loose,Bannu,176.6,4,2024,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Bannu,820.0,4,2024,Food & Beverages
Eggs Hen (Farm),Bannu,268.67,4,2024,Food & Beverages
Mustard Oil (Average Quality),Bannu,442.08,4,2024,Food & Beverages
Cooking Oil DALDA or Other Similar,Bannu,2500.0,4,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Bannu,1200.0,4,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Bannu,480.0,4,2024,Food & Beverages
Bananas (Kela) Local,Bannu,190.19,4,2024,Food & Beverages
Pulse Masoor (Washed),Bannu,320.0,4,2024,Food & Beverages
Pulse Moong (Washed),Bannu,302.47,4,2024,Food & Beverages
Pulse Mash (Washed),Bannu,584.81,4,2024,Food & Beverages
Pulse Gram,Bannu,260.0,4,2024,Food & Beverages
Potatoes,Bannu,79.91,4,2024,Food & Beverages
Onions,Bannu,163.81,4,2024,Food & Beverages
Tomatoes,Bannu,92.49,4,2024,Food & Beverages
Sugar Refined,Bannu,140.0,4,2024,Food & Beverages
Gur (Average Quality),Bannu,186.43,4,2024,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Bannu,60.0,4,2024,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Bannu,400.0,4,2024,Food & Beverages
Garlic (Lehsun),Bannu,612.13,4,2024,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Bannu,542.85,4,2024,Food & Beverages
Cooked Beef at Average Hotel,Bannu,250.0,4,2024,Food & Beverages
Cooked Daal at Average Hotel,Bannu,120.0,4,2024,Food & Beverages
Tea Prepared Ordinary,Bannu,50.0,4,2024,Food & Beverages
Cigarettes Capstan 20'S Packet,Bannu,220.0,4,2024,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Bannu,700.0,4,2024,Apparel & Footwear
Shirting (Average Quality),Bannu,450.0,4,2024,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Bannu,650.0,4,2024,Apparel & Footwear
Georgette (Average Quality),Bannu,160.0,4,2024,Apparel & Footwear
Gents Sandal Bata,Bannu,2499.0,4,2024,Apparel & Footwear
Gents Sponge Chappal Bata,Bannu,599.0,4,2024,Apparel & Footwear
Ladies Sandal Bata,Bannu,899.0,4,2024,Apparel & Footwear
Electricity Charges upto 50 Units,Bannu,7.13,4,2024,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Bannu,1976.5,4,2024,Housing Water & Energy
Firewood Whole,Bannu,795.81,4,2024,Housing Water & Energy
Energy Saver Philips 14 Watt,Bannu,250.0,4,2024,Household Equipment
Sufi Washing Soap 250 gm Cake,Bannu,125.0,4,2024,Personal Care
Match Box,Bannu,5.0,4,2024,Household Equipment
Petrol Super,Bannu,293.84,4,2024,Transport & Communication
Hi-Speed Diesel,Bannu,288.32,4,2024,Transport & Communication
LPG 11.67 kg Cylinder,Bannu,3132.44,4,2024,Housing Water & Energy
Telephone Call Charges,Bannu,1.79,4,2024,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Bannu,111.47,4,2024,Personal Care
Wheat Flour Bag,Quetta,2599.95,4,2024,Food & Beverages
Rice Basmati Broken (Average Qualit,Quetta,268.68,4,2024,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Quetta,184.95,4,2024,Food & Beverages
Bread plain (Small Size),Quetta,120.0,4,2024,Food & Beverages
Beef with Bone (Average Quality),Quetta,911.14,4,2024,Food & Beverages
Mutton (Average Quality),Quetta,1854.73,4,2024,Food & Beverages
Chicken Farm Broiler (Live),Quetta,540.24,4,2024,Food & Beverages
Milk fresh (Un-boiled),Quetta,200.0,4,2024,Food & Beverages
Curd (Dahi) Loose,Quetta,220.0,4,2024,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Quetta,854.96,4,2024,Food & Beverages
Eggs Hen (Farm),Quetta,282.8,4,2024,Food & Beverages
Mustard Oil (Average Quality),Quetta,552.41,4,2024,Food & Beverages
Cooking Oil DALDA or Other Similar,Quetta,2615.0,4,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Quetta,1285.0,4,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Quetta,501.48,4,2024,Food & Beverages
Bananas (Kela) Local,Quetta,110.59,4,2024,Food & Beverages
Pulse Masoor (Washed),Quetta,382.43,4,2024,Food & Beverages
Pulse Moong (Washed),Quetta,389.95,4,2024,Food & Beverages
Pulse Mash (Washed),Quetta,613.69,4,2024,Food & Beverages
Pulse Gram,Quetta,297.44,4,2024,Food & Beverages
Potatoes,Quetta,67.24,4,2024,Food & Beverages
Onions,Quetta,223.38,4,2024,Food & Beverages
Tomatoes,Quetta,103.05,4,2024,Food & Beverages
Sugar Refined,Quetta,155.98,4,2024,Food & Beverages
Gur (Average Quality),Quetta,219.91,4,2024,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Quetta,70.0,4,2024,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Quetta,400.0,4,2024,Food & Beverages
Garlic (Lehsun),Quetta,597.38,4,2024,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Quetta,542.85,4,2024,Food & Beverages
Cooked Beef at Average Hotel,Quetta,344.98,4,2024,Food & Beverages
Cooked Daal at Average Hotel,Quetta,139.76,4,2024,Food & Beverages
Tea Prepared Ordinary,Quetta,70.0,4,2024,Food & Beverages
Cigarettes Capstan 20'S Packet,Quetta,224.94,4,2024,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Quetta,648.72,4,2024,Apparel & Footwear
Shirting (Average Quality),Quetta,229.85,4,2024,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Quetta,648.72,4,2024,Apparel & Footwear
Georgette (Average Quality),Quetta,219.62,4,2024,Apparel & Footwear
Gents Sandal Bata,Quetta,2499.0,4,2024,Apparel & Footwear
Gents Sponge Chappal Bata,Quetta,599.0,4,2024,Apparel & Footwear
Ladies Sandal Bata,Quetta,899.0,4,2024,Apparel & Footwear
Electricity Charges upto 50 Units,Quetta,7.13,4,2024,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Quetta,1976.5,4,2024,Housing Water & Energy
Firewood Whole,Quetta,1349.38,4,2024,Housing Water & Energy
Energy Saver Philips 14 Watt,Quetta,350.0,4,2024,Household Equipment
Sufi Washing Soap 250 gm Cake,Quetta,130.0,4,2024,Personal Care
Match Box,Quetta,5.97,4,2024,Household Equipment
Petrol Super,Quetta,292.47,4,2024,Transport & Communication
Hi-Speed Diesel,Quetta,287.07,4,2024,Transport & Communication
LPG 11.67 kg Cylinder,Quetta,3499.67,4,2024,Housing Water & Energy
Telephone Call Charges,Quetta,1.79,4,2024,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Quetta,111.48,4,2024,Personal Care
Wheat Flour Bag,Khuzdar,2513.38,4,2024,Food & Beverages
Rice Basmati Broken (Average Qualit,Khuzdar,256.62,4,2024,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Khuzdar,166.6,4,2024,Food & Beverages
Bread plain (Small Size),Khuzdar,100.0,4,2024,Food & Beverages
Beef with Bone (Average Quality),Khuzdar,800.0,4,2024,Food & Beverages
Mutton (Average Quality),Khuzdar,1600.0,4,2024,Food & Beverages
Chicken Farm Broiler (Live),Khuzdar,554.93,4,2024,Food & Beverages
Milk fresh (Un-boiled),Khuzdar,196.61,4,2024,Food & Beverages
Curd (Dahi) Loose,Khuzdar,206.61,4,2024,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Khuzdar,840.0,4,2024,Food & Beverages
Eggs Hen (Farm),Khuzdar,293.12,4,2024,Food & Beverages
Mustard Oil (Average Quality),Khuzdar,506.58,4,2024,Food & Beverages
Cooking Oil DALDA or Other Similar,Khuzdar,2686.77,4,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Khuzdar,1274.75,4,2024,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Khuzdar,504.98,4,2024,Food & Beverages
Bananas (Kela) Local,Khuzdar,143.26,4,2024,Food & Beverages
Pulse Masoor (Washed),Khuzdar,323.3,4,2024,Food & Beverages
Pulse Moong (Washed),Khuzdar,320.0,4,2024,Food & Beverages
Pulse Mash (Washed),Khuzdar,503.31,4,2024,Food & Beverages
Pulse Gram,Khuzdar,276.63,4,2024,Food & Beverages
Potatoes,Khuzdar,76.58,4,2024,Food & Beverages
Onions,Khuzdar,196.36,4,2024,Food & Beverages
Tomatoes,Khuzdar,90.21,4,2024,Food & Beverages
Sugar Refined,Khuzdar,142.98,4,2024,Food & Beverages
Gur (Average Quality),Khuzdar,206.46,4,2024,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Khuzdar,66.49,4,2024,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Khuzdar,400.0,4,2024,Food & Beverages
Garlic (Lehsun),Khuzdar,682.92,4,2024,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Khuzdar,558.82,4,2024,Food & Beverages
Cooked Beef at Average Hotel,Khuzdar,319.68,4,2024,Food & Beverages
Cooked Daal at Average Hotel,Khuzdar,173.07,4,2024,Food & Beverages
Tea Prepared Ordinary,Khuzdar,50.0,4,2024,Food & Beverages
Cigarettes Capstan 20'S Packet,Khuzdar,223.28,4,2024,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Khuzdar,400.0,4,2024,Apparel & Footwear
Shirting (Average Quality),Khuzdar,293.18,4,2024,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Khuzdar,400.0,4,2024,Apparel & Footwear
Georgette (Average Quality),Khuzdar,282.31,4,2024,Apparel & Footwear
Gents Sandal Bata,Khuzdar,2499.0,4,2024,Apparel & Footwear
Gents Sponge Chappal Bata,Khuzdar,599.0,4,2024,Apparel & Footwear
Ladies Sandal Bata,Khuzdar,899.0,4,2024,Apparel & Footwear
Electricity Charges upto 50 Units,Khuzdar,7.13,4,2024,Housing Water & Energy
Firewood Whole,Khuzdar,1032.28,4,2024,Housing Water & Energy
Energy Saver Philips 14 Watt,Khuzdar,382.59,4,2024,Household Equipment
Sufi Washing Soap 250 gm Cake,Khuzdar,125.0,4,2024,Personal Care
Match Box,Khuzdar,5.0,4,2024,Household Equipment
Petrol Super,Khuzdar,292.5,4,2024,Transport & Communication
Hi-Speed Diesel,Khuzdar,287.11,4,2024,Transport & Communication
LPG 11.67 kg Cylinder,Khuzdar,3316.58,4,2024,Housing Water & Energy
Telephone Call Charges,Khuzdar,1.79,4,2024,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Khuzdar,103.0,4,2024,Personal Care
Wheat Flour Bag,Islamabad,1711.08,4,2025,Food & Beverages
Rice Basmati Broken (Average Qualit,Islamabad,253.13,4,2025,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Islamabad,171.14,4,2025,Food & Beverages
Bread plain (Small Size),Islamabad,110.0,4,2025,Food & Beverages
Beef with Bone (Average Quality),Islamabad,1343.3,4,2025,Food & Beverages
Mutton (Average Quality),Islamabad,2350.79,4,2025,Food & Beverages
Chicken Farm Broiler (Live),Islamabad,450.24,4,2025,Food & Beverages
Milk fresh (Un-boiled),Islamabad,224.04,4,2025,Food & Beverages
Curd (Dahi) Loose,Islamabad,240.41,4,2025,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Islamabad,1077.37,4,2025,Food & Beverages
Eggs Hen (Farm),Islamabad,242.32,4,2025,Food & Beverages
Mustard Oil (Average Quality),Islamabad,643.22,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Islamabad,1472.45,4,2025,Food & Beverages
Bananas (Kela) Local,Islamabad,327.25,4,2025,Food & Beverages
Pulse Masoor (Washed),Islamabad,348.79,4,2025,Food & Beverages
Pulse Moong (Washed),Islamabad,432.27,4,2025,Food & Beverages
Pulse Mash (Washed),Islamabad,503.75,4,2025,Food & Beverages
Pulse Gram,Islamabad,364.63,4,2025,Food & Beverages
Potatoes,Islamabad,71.21,4,2025,Food & Beverages
Onions,Islamabad,81.76,4,2025,Food & Beverages
Tomatoes,Islamabad,100.64,4,2025,Food & Beverages
Sugar Refined,Islamabad,170.62,4,2025,Food & Beverages
Gur (Average Quality),Islamabad,260.2,4,2025,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Islamabad,320.0,4,2025,Food & Beverages
Garlic (Lehsun),Islamabad,586.99,4,2025,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Islamabad,447.06,4,2025,Food & Beverages
Cooked Beef at Average Hotel,Islamabad,351.73,4,2025,Food & Beverages
Cooked Daal at Average Hotel,Islamabad,241.4,4,2025,Food & Beverages
Tea Prepared Ordinary,Islamabad,70.0,4,2025,Food & Beverages
Cigarettes Capstan 20'S Packet,Islamabad,249.57,4,2025,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Islamabad,688.24,4,2025,Apparel & Footwear
Shirting (Average Quality),Islamabad,701.62,4,2025,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Islamabad,632.11,4,2025,Apparel & Footwear
Georgette (Average Quality),Islamabad,394.66,4,2025,Apparel & Footwear
Gents Sandal Bata,Islamabad,2499.0,4,2025,Apparel & Footwear
Gents Sponge Chappal Bata,Islamabad,599.0,4,2025,Apparel & Footwear
Ladies Sandal Bata,Islamabad,1399.0,4,2025,Apparel & Footwear
Electricity Charges upto 50 Units,Islamabad,5.69,4,2025,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Islamabad,1976.5,4,2025,Housing Water & Energy
Firewood Whole,Islamabad,2089.01,4,2025,Housing Water & Energy
Energy Saver Philips 14 Watt,Islamabad,276.63,4,2025,Household Equipment
Sufi Washing Soap 250 gm Cake,Islamabad,140.0,4,2025,Personal Care
Match Box,Islamabad,6.0,4,2025,Household Equipment
Petrol Super,Islamabad,255.55,4,2025,Transport & Communication
Hi-Speed Diesel,Islamabad,259.57,4,2025,Transport & Communication
LPG 11.67 kg Cylinder,Islamabad,3546.26,4,2025,Housing Water & Energy
Toilet Soap LIFEBUOY 115 gm,Islamabad,116.17,4,2025,Personal Care
Wheat Flour Bag,Rawalpindi,1704.91,4,2025,Food & Beverages
Rice Basmati Broken (Average Qualit,Rawalpindi,233.2,4,2025,Food & Beverages
Rice IRRI-6/9 (Sindh/Punjab),Rawalpindi,148.93,4,2025,Food & Beverages
Bread plain (Small Size),Rawalpindi,110.0,4,2025,Food & Beverages
Beef with Bone (Average Quality),Rawalpindi,1347.21,4,2025,Food & Beverages
Mutton (Average Quality),Rawalpindi,2338.53,4,2025,Food & Beverages
Chicken Farm Broiler (Live),Rawalpindi,449.37,4,2025,Food & Beverages
Milk fresh (Un-boiled),Rawalpindi,216.86,4,2025,Food & Beverages
Curd (Dahi) Loose,Rawalpindi,241.06,4,2025,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Rawalpindi,1057.92,4,2025,Food & Beverages
Eggs Hen (Farm),Rawalpindi,238.01,4,2025,Food & Beverages
Mustard Oil (Average Quality),Rawalpindi,633.89,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Rawalpindi,1472.45,4,2025,Food & Beverages
Bananas (Kela) Local,Rawalpindi,308.06,4,2025,Food & Beverages
Pulse Masoor (Washed),Rawalpindi,347.96,4,2025,Food & Beverages
Pulse Moong (Washed),Rawalpindi,398.54,4,2025,Food & Beverages
Pulse Mash (Washed),Rawalpindi,489.9,4,2025,Food & Beverages
Pulse Gram,Rawalpindi,358.46,4,2025,Food & Beverages
Potatoes,Rawalpindi,70.94,4,2025,Food & Beverages
Onions,Rawalpindi,75.76,4,2025,Food & Beverages
Tomatoes,Rawalpindi,97.49,4,2025,Food & Beverages
Sugar Refined,Rawalpindi,171.65,4,2025,Food & Beverages
Gur (Average Quality),Rawalpindi,249.29,4,2025,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Rawalpindi,73.84,4,2025,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Rawalpindi,320.0,4,2025,Food & Beverages
Garlic (Lehsun),Rawalpindi,611.49,4,2025,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Rawalpindi,447.05,4,2025,Food & Beverages
Cooked Beef at Average Hotel,Rawalpindi,328.22,4,2025,Food & Beverages
Cooked Daal at Average Hotel,Rawalpindi,220.86,4,2025,Food & Beverages
Tea Prepared Ordinary,Rawalpindi,68.58,4,2025,Food & Beverages
Cigarettes Capstan 20'S Packet,Rawalpindi,244.5,4,2025,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Rawalpindi,676.99,4,2025,Apparel & Footwear
Shirting (Average Quality),Rawalpindi,654.44,4,2025,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Rawalpindi,578.17,4,2025,Apparel & Footwear
Georgette (Average Quality),Rawalpindi,378.24,4,2025,Apparel & Footwear
Gents Sandal Bata,Rawalpindi,2499.0,4,2025,Apparel & Footwear
Gents Sponge Chappal Bata,Rawalpindi,599.0,4,2025,Apparel & Footwear
Ladies Sandal Bata,Rawalpindi,1399.0,4,2025,Apparel & Footwear
Electricity Charges upto 50 Units,Rawalpindi,5.69,4,2025,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Rawalpindi,1976.5,4,2025,Housing Water & Energy
Firewood Whole,Rawalpindi,1651.22,4,2025,Housing Water & Energy
Energy Saver Philips 14 Watt,Rawalpindi,260.4,4,2025,Household Equipment
Sufi Washing Soap 250 gm Cake,Rawalpindi,140.0,4,2025,Personal Care
Match Box,Rawalpindi,6.0,4,2025,Household Equipment
Petrol Super,Rawalpindi,255.58,4,2025,Transport & Communication
Hi-Speed Diesel,Rawalpindi,259.58,4,2025,Transport & Communication
LPG 11.67 kg Cylinder,Rawalpindi,3558.85,4,2025,Housing Water & Energy
Telephone Call Charges,Rawalpindi,1.79,4,2025,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Rawalpindi,116.17,4,2025,Personal Care
Wheat Flour Bag,Gujranwala,1596.84,4,2025,Food & Beverages
Rice Basmati Broken (Average Qualit,Gujranwala,163.27,4,2025,Food & Beverages
Bread plain (Small Size),Gujranwala,110.0,4,2025,Food & Beverages
Beef with Bone (Average Quality),Gujranwala,1100.0,4,2025,Food & Beverages
Mutton (Average Quality),Gujranwala,2100.0,4,2025,Food & Beverages
Chicken Farm Broiler (Live),Gujranwala,427.02,4,2025,Food & Beverages
Milk fresh (Un-boiled),Gujranwala,200.0,4,2025,Food & Beverages
Curd (Dahi) Loose,Gujranwala,220.0,4,2025,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Gujranwala,1030.0,4,2025,Food & Beverages
Eggs Hen (Farm),Gujranwala,224.91,4,2025,Food & Beverages
Mustard Oil (Average Quality),Gujranwala,520.0,4,2025,Food & Beverages
Cooking Oil DALDA or Other Similar,Gujranwala,2915.0,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Gujranwala,1485.0,4,2025,Food & Beverages
Bananas (Kela) Local,Gujranwala,201.73,4,2025,Food & Beverages
Pulse Masoor (Washed),Gujranwala,270.0,4,2025,Food & Beverages
Pulse Moong (Washed),Gujranwala,390.0,4,2025,Food & Beverages
Pulse Mash (Washed),Gujranwala,420.0,4,2025,Food & Beverages
Pulse Gram,Gujranwala,281.31,4,2025,Food & Beverages
Potatoes,Gujranwala,60.0,4,2025,Food & Beverages
Onions,Gujranwala,64.47,4,2025,Food & Beverages
Tomatoes,Gujranwala,79.47,4,2025,Food & Beverages
Sugar Refined,Gujranwala,170.0,4,2025,Food & Beverages
Gur (Average Quality),Gujranwala,217.22,4,2025,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Gujranwala,70.0,4,2025,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Gujranwala,320.0,4,2025,Food & Beverages
Garlic (Lehsun),Gujranwala,293.16,4,2025,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Gujranwala,447.05,4,2025,Food & Beverages
Cooked Beef at Average Hotel,Gujranwala,450.0,4,2025,Food & Beverages
Cooked Daal at Average Hotel,Gujranwala,150.0,4,2025,Food & Beverages
Tea Prepared Ordinary,Gujranwala,60.0,4,2025,Food & Beverages
Cigarettes Capstan 20'S Packet,Gujranwala,230.0,4,2025,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Gujranwala,667.0,4,2025,Apparel & Footwear
Shirting (Average Quality),Gujranwala,547.72,4,2025,Apparel & Footwear
Lawn Printed Gul Ahmed/Al Karam,Gujranwala,748.0,4,2025,Apparel & Footwear
Georgette (Average Quality),Gujranwala,250.0,4,2025,Apparel & Footwear
Gents Sandal Bata,Gujranwala,2499.0,4,2025,Apparel & Footwear
Gents Sponge Chappal Bata,Gujranwala,599.0,4,2025,Apparel & Footwear
Ladies Sandal Bata,Gujranwala,1399.0,4,2025,Apparel & Footwear
Electricity Charges upto 50 Units,Gujranwala,5.69,4,2025,Housing Water & Energy
Gas Charges upto 3.3719 MMBTU,Gujranwala,1976.5,4,2025,Housing Water & Energy
Firewood Whole,Gujranwala,1500.0,4,2025,Housing Water & Energy
Energy Saver Philips 14 Watt,Gujranwala,550.0,4,2025,Household Equipment
Sufi Washing Soap 250 gm Cake,Gujranwala,130.0,4,2025,Personal Care
Match Box,Gujranwala,7.0,4,2025,Household Equipment
Petrol Super,Gujranwala,255.6,4,2025,Transport & Communication
Hi-Speed Diesel,Gujranwala,259.6,4,2025,Transport & Communication
LPG 11.67 kg Cylinder,Gujranwala,3501.0,4,2025,Housing Water & Energy
Telephone Call Charges,Gujranwala,1.79,4,2025,Transport & Communication
Toilet Soap LIFEBUOY 115 gm,Gujranwala,105.44,4,2025,Personal Care
Wheat Flour Bag,Sialkot,1625.63,4,2025,Food & Beverages
Rice Basmati Broken (Average Qualit,Sialkot,170.0,4,2025,Food & Beverages
Bread plain (Small Size),Sialkot,100.0,4,2025,Food & Beverages
Beef with Bone (Average Quality),Sialkot,1100.0,4,2025,Food & Beverages
Mutton (Average Quality),Sialkot,2100.0,4,2025,Food & Beverages
Chicken Farm Broiler (Live),Sialkot,429.38,4,2025,Food & Beverages
Milk fresh (Un-boiled),Sialkot,170.0,4,2025,Food & Beverages
Curd (Dahi) Loose,Sialkot,180.0,4,2025,Food & Beverages
Powdered Milk NIDO 390 gm Polyba,Sialkot,1030.0,4,2025,Food & Beverages
Eggs Hen (Farm),Sialkot,229.68,4,2025,Food & Beverages
Mustard Oil (Average Quality),Sialkot,529.71,4,2025,Food & Beverages
Cooking Oil DALDA or Other Similar,Sialkot,2945.0,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB 2.5 kg,Sialkot,1485.0,4,2025,Food & Beverages
Vegetable Ghee DALDA/HABIB or Ot,Sialkot,579.0,4,2025,Food & Beverages
Bananas (Kela) Local,Sialkot,211.47,4,2025,Food & Beverages
Pulse Masoor (Washed),Sialkot,280.0,4,2025,Food & Beverages
Pulse Moong (Washed),Sialkot,390.0,4,2025,Food & Beverages
Pulse Mash (Washed),Sialkot,420.0,4,2025,Food & Beverages
Pulse Gram,Sialkot,292.2,4,2025,Food & Beverages
Potatoes,Sialkot,60.77,4,2025,Food & Beverages
Onions,Sialkot,60.77,4,2025,Food & Beverages
Tomatoes,Sialkot,87.12,4,2025,Food & Beverages
Sugar Refined,Sialkot,170.0,4,2025,Food & Beverages
Gur (Average Quality),Sialkot,220.0,4,2025,Food & Beverages
Salt Powdered (NATIONAL/SHAN) 80,Sialkot,70.0,4,2025,Food & Beverages
Chilies Powder NATIONAL 200 gm Pa,Sialkot,320.0,4,2025,Food & Beverages
Garlic (Lehsun),Sialkot,310.79,4,2025,Food & Beverages
Tea Lipton Yellow Label 190 gm Pack,Sialkot,447.05,4,2025,Food & Beverages
Cooked Beef at Average Hotel,Sialkot,350.0,4,2025,Food & Beverages
Cooked Daal at Average Hotel,Sialkot,170.0,4,2025,Food & Beverages
Tea Prepared Ordinary,Sialkot,50.0,4,2025,Food & Beverages
Cigarettes Capstan 20'S Packet,Sialkot,230.0,4,2025,Miscellaneous
"Long Cloth 57"" Gul Ahmed/Al Karam",Sialkot,660.0,4,2025,Apparel & Footwear
